PTJ1,PTj2,Etaj1,Etaj2,phijj,MET,metphij1,metphij2,signal
249.451,80.4642,2.38364,0.522167,-3.70178,185.707,3.03115,-0.670628,1
176.235,76.3624,-1.98294,0.142275,-1.43268,192.757,-2.77571,-4.20839,1
183.381,33.6483,0.702708,-0.528674,0.131201,217.473,3.18697,3.31817,1
356.408,47.1458,-0.83569,-1.68216,0.352243,389.745,-3.24974,-2.8975,1
217.625,187.119,-1.40234,1.26541,-4.05662,185.73,2.0303,-2.02632,1
145.873,69.9613,0.160231,-0.945513,-0.817705,192.705,3.2754,2.4577,1
189.432,65.1427,1.88986,1.30951,-0.653878,242.465,3.31029,2.65641,1
210.211,40.5488,-0.559595,-1.33937,-0.0068574,228.263,3.19438,3.18752,1
282.097,26.0042,-0.429725,-2.36685,-0.522473,279.468,-2.94893,-3.4714,1
151.338,35.5603,-2.31134,0.779937,-0.541179,146.332,3.18408,2.6429,1
135,26.6554,1.28299,3.80651,-1.36874,136.816,3.29379,1.92504,1
246.269,80.1952,0.39593,1.90026,-2.87338,169.136,-2.9423,-5.81568,1
203.026,28.5407,0.614502,-1.70268,2.52037,186.63,-3.29504,-0.774667,1
188.937,41.3832,-2.02186,-3.06245,-0.761054,219.89,-3.02475,-3.78581,1
145.819,25.6448,-1.8125,-1.28645,-2.55547,142.699,3.20398,0.64851,1
137.549,38.7321,0.439544,0.847233,1.18042,150.102,-3.39472,-2.2143,1
261.417,39.4373,1.20781,-0.952441,-1.00256,266.504,3.20079,2.19823,1
746.323,183.615,-0.864377,0.469624,-0.377036,907.977,3.22036,2.84332,1
185.158,94.0081,-0.465434,-2.26241,-4.1979,153.317,2.98651,-1.21138,1
175.074,50.292,-0.420111,2.57763,3.78109,144.92,-3.01234,0.768749,1
328.297,69.3127,-0.644223,-0.872252,2.05154,293.988,2.92498,4.97652,1
146.188,27.033,-3.02784,-4.02701,0.340418,196.509,3.16443,3.50485,1
167.584,48.3628,1.32807,2.99402,0.442445,208.522,-3.13235,-2.6899,1
202.527,134.016,-0.61981,2.50643,-4.50455,231.706,2.56201,-1.94254,1
238.193,41.5374,-1.17221,2.58893,0.741245,264.198,2.90839,3.64964,1
321.462,47.3293,-1.59206,0.358359,-3.12813,283.354,3.28004,0.151906,1
271.898,56.2568,1.03886,0.243389,-3.29515,237.718,3.08768,-0.207466,1
130.552,28.5309,-2.91172,-0.641277,-0.696751,171.529,3.14083,2.44408,1
250.363,98.4489,-2.36435,-1.45074,1.52652,266.376,2.74896,4.27548,1
207.309,116.726,1.6827,-1.55195,-1.04244,278.714,-2.78733,-3.82977,1
154.468,27.3354,-3.12579,-3.27926,-2.75145,142.467,3.29751,0.546055,1
138.291,36.2039,-2.41741,-4.34999,-0.469644,194.452,-3.20144,-3.67108,1
201.246,76.3481,-0.182655,1.50006,-2.06299,142.78,-2.54918,-4.61217,1
159.581,47.9989,-3.1978,-1.09327,4.55427,164.794,-2.93648,1.6178,1
375.723,61.8912,-2.07069,-1.84286,2.40413,285.837,3.01652,5.42064,1
381.583,53.4364,-1.563,-3.6295,-2.96804,324.882,3.17032,0.202273,1
142.705,97.2539,1.22002,4.4559,-0.878516,230.802,3.47452,2.59601,1
276.232,145.796,-0.614329,-1.17311,1.74449,277.187,2.53241,4.2769,1
173.227,54.6519,1.78084,2.09599,-2.17511,146.362,3.52378,1.34867,1
258.633,29.5338,1.70667,2.62024,0.826545,243.941,3.04102,3.86756,1
210.748,40.247,0.341715,-2.93882,3.34168,170.527,-3.15877,0.182915,1
130.181,52.9931,2.50768,-1.07309,0.743682,179.878,3.06949,3.81317,1
133.609,62.5593,-0.801718,-3.9677,1.9031,142.234,-3.56328,-1.66018,1
207.23,85.4341,-2.56038,-1.28461,1.01748,250.921,2.85428,3.87176,1
154.678,78.3479,0.431494,1.38277,-0.85394,201.898,3.33621,2.48227,1
209.989,40.4518,-1.33559,1.14797,0.952512,234.022,-3.38506,-2.43255,1
139.421,66.7878,-2.35797,2.4362,-0.334793,216.965,3.15162,2.81683,1
250.886,53.7386,-1.52212,-2.57209,1.20992,290.617,2.89032,4.10023,1
445.9,326.042,-1.85992,1.52447,0.500855,769.737,2.90309,3.40394,1
192.446,60.7569,1.95233,-2.35985,-4.01807,132.655,2.82384,-1.19423,1
228.436,58.4885,-1.13922,0.887898,-3.85364,202.428,2.91815,-0.935495,1
