PTJ1,PTj2,Etaj1,Etaj2,phijj,MET,metphij1,metphij2,signal
237.261,26.5466,-1.27611,2.74399,2.05021,235.517,-3.15904,-1.10883,1
256.04,45.5415,-1.01398,2.78853,-1.55739,255.741,-2.95644,-4.51383,1
154.425,29.2559,-0.519078,-0.420577,1.52912,144.437,-3.43528,-1.90616,1
237.689,30.9106,-0.308768,-0.0790667,-1.29307,245.809,-3.05545,-4.34852,1
181.557,40.3386,-1.44402,3.9124,0.372001,193.525,3.04325,3.41525,1
210.598,69.6552,0.102074,-1.58607,-0.926082,268.123,3.25627,2.33019,1
373.937,29.9666,0.306233,3.00161,-0.0237648,412.444,-3.1995,-3.22326,1
227.247,131.171,-0.535638,-0.964093,-1.06428,313.611,-2.76885,-3.83312,1
321.563,26.9957,-2.32585,-1.34293,0.276043,340.982,-3.15935,-2.88331,1
153.29,27.0946,-0.298648,-0.113657,-2.61777,146.043,-2.91776,-5.53553,1
196.351,36.6042,1.66471,3.35265,-0.807373,235.157,3.21097,2.4036,1
202.397,83.0624,-0.426507,-1.98014,-1.38913,214.304,3.51429,2.12516,1
168.438,32.9208,0.0943419,0.341297,-1.95164,159.525,3.37422,1.42257,1
285.242,57.9143,0.666445,-1.1891,5.94931,332.692,-3.15263,2.79668,1
615.04,205.028,-0.194565,0.914065,-2.50442,459.558,-2.89043,-5.39486,1
133.563,88.017,-1.17395,-1.4446,0.819195,192.514,-3.51698,-2.69779,1
193.664,34.4464,1.53528,1.33256,3.87575,189.515,-3.11276,0.762986,1
185.648,41.1887,1.65557,0.732983,-2.88965,166.287,3.2674,0.377747,1
231.901,29.225,1.15048,-3.74767,1.09857,225.303,3.16139,4.25995,1
193.955,36.9062,-0.633661,-0.0776361,0.43493,229.303,3.10641,3.54134,1
274.886,76.4092,-0.979395,-1.71742,-1.92919,281.385,3.45406,1.52486,1
329.127,153.397,-0.111984,0.557444,2.77115,198.061,-3.41656,-0.645405,1
193.242,111.882,2.02354,-1.11806,-4.92226,219.049,2.7104,-2.21186,1
437.385,77.9306,-0.793027,0.0579063,3.57318,375.406,-3.05239,0.520794,1
348.974,51.7989,-0.37341,0.322741,0.313049,381.452,-3.20999,-2.89694,1
195.703,26.405,1.00977,-0.406766,0.405936,222.617,3.1965,3.60244,1
371.919,50.8434,-0.756741,0.509939,-3.41258,335.903,3.11064,-0.301934,1
185.795,30.7443,1.05971,0.724472,-0.656103,195.44,-2.95777,-3.61387,1
179.35,61.2238,0.518207,0.523216,1.85038,156.347,-3.66687,-1.8165,1
182.105,38.1346,2.42053,1.66231,0.718569,189.255,2.97965,3.69821,1
185.29,55.1238,0.0348465,1.22106,4.75108,209.861,-2.80921,1.94187,1
197.135,31.9233,1.14279,-1.41164,2.11868,186.628,-3.27511,-1.15643,1
238.76,45.5731,1.98003,3.44466,-1.95945,231.309,3.34412,1.38467,1
240.613,64.4493,-0.933885,-2.7112,3.337,204.106,-3.06216,0.274841,1
205.854,63.4905,-1.07043,0.553395,-1.09789,224.938,3.37627,2.27838,1
288.392,86.2803,0.0214557,-0.492434,0.636036,330.199,3.03112,3.66716,1
188.696,47.279,2.13163,4.01756,2.12829,176.465,-3.4888,-1.3605,1
651.123,40.4589,-1.03895,-0.286494,-1.67913,668.761,-3.07926,-4.75839,1
176.836,149.075,0.043941,-1.31347,0.434485,305.708,-3.28145,-2.84696,1
169.184,54.3072,-0.618671,2.77843,3.80789,139.323,-3.01106,0.79683,1
184.821,53.8824,1.61358,1.80282,1.02083,194.708,2.93981,3.96064,1
246.524,67.7141,0.560846,1.489,1.61016,230.893,-3.40404,-1.79389,1
252.892,38.7018,-0.385685,-1.53048,1.7911,259.882,-3.25933,-1.46823,1
144.919,115.884,1.57785,-2.59677,-1.21813,209.479,3.50342,2.28529,1
146.123,86.4861,1.87244,3.45275,-0.250248,204.357,-3.01074,-3.26099,1
319.496,159.887,-1.10998,2.04426,2.87406,168.959,-3.51272,-0.638663,1
137.787,67.8834,2.91624,-1.30577,-1.62429,166.403,-2.87826,-4.50255,1
158.872,137.314,1.28975,0.215827,-4.62142,219.075,2.4431,-2.17832,1
205.76,38.3299,-0.347333,-1.90523,-0.090701,247.629,3.2155,3.12479,1
411.043,25.3516,0.642909,3.616,1.01669,414.025,-3.23137,-2.21468,1
